"Portugues";"Kikongo"
"patriota";"nzodi a nsi"
"patrocinar";"sadisa"
"patrocinio";"lusadisu"
"patrulha";"lungalala, kengila"
"pau";"nti"
"paulada";"wanda ye nti"
"paulatinamente";"malembe malembe, fyoti fyoti"
"pausa";"vunda"
"pausado";"kya vunda"
"pausar";"vunda"
"pauta";"papalu ya sono"
"pavimentar";"tula kimeta"
"pavimento";"kimeta, banda"
"pavor";"wonga, banga"
"paz";"luvuvamu"
"pé";"tambi,kulu"
"peça";"ntenda"
"pecados";"masumu"
"pecado";"sumu"
"pecador";"nkwa masumu"
"pecar";"sumuka"
"pecuária";"nsasa bulu"
"pedaço";"vasi"
"pedagogia";"fu kya longa"
"pedestre";"kikwenda um malu"
"pedido";"lulombo"
"pedir";"lomba"
"pedra";"tadi"
"pedregulho";"matadi mayingi"
"pedreiro";"ntungi a nzo"
"pegada";"lutambi"
"pegado";"kya simbwa"
"pegar";"simba"
"peito";"ntulu"
"peixe";"nzonzi"
"peixeiro";"nkteki a nzonzi"
"peixinho";"nzonzi ya fyoti"
"pelado";"nkonga"
"pelar";"tula bula"
"pele";"bula"
"pelicula";"bula dya fyoti"
"pelo";"mika"
"pelotão";"buka kya makesa"
"peludo";"nkwa minka"
"pena";"nsala"
"penalizado ";"wa kotwa nsoki"
"penalizar";"kota nsoki"
"pendente";"vengika"
"pêndulo";"zembidika"
"pendurar";"yengeleka"
"peneira";"yungulu"
"peneirar";"yungula"
"penetrar";"kota"
"peninsula";"nsanga kya ntoto"
"penitencia";"funguna"
"pensador";"yindudi, mbanzi"
"pensamento";"ngindu, mabanza"
"pensao";"nzo a leka"
"pensar";"yindula, banza"
"pensativo";"nkwa ngindu"
"penso";"nlongo"
"pente";"sanu"
"penteado";"mpila sana"
"pentear";"sana"
"penuria";"sukama"
"pepino";"bundu"
"pequena";"kya fyoti"
"pequeno";"kya fyoti "
"pera";"ngavwa"
"perante";"vakati kwa"
"perceber";"bakisa, zaya"
"percentagem";"nluta, mfutu"
"percepçao";"fulu kya bakisa"
"perceptivel";"zayakana"
"percorrer";"kangalu"
"percurso";"nzila"
"perda";"fwilu, vidisa"
"perdao";"loloka, lemvokila"
"perder";"vila, vidisa"
"perdido";"kya vila"
"perdoar";"loleka, lemvokila"
"perecer";"fwa"
"peregrinar";"nkangalu, zunga"
"peregrino";"nkangadi"
"perfeição ";"fu kya kala mbote"
"perfeitamente";"mbote beni"
"perfeitissimo";"kya mbote mbote"
"perfeito";"kya mbote"
"perfil";"mpila"
"perfumar";"tula malasi"
"perfumaria";"nzo ya tekila malasi"
"perfume";"malasi"
"perfurar";"tobola"
"pergunta";"ngyuvu, mfula"
"perguntar";"yuvula"
"perigo";"sumbula, mbi"
"perigoso";"ambi, kya mbi"
"perimetro";"nzyunguluka"
"periodico";"sungi, tandu"
"periodo";"sungi, tandu"
"periquito";"nkusu"
"perito";"nkwa ngangu"
"permanecer";"nanga, kala"
"permanencia";"nangina"
"permanentemente";"vovokaka"
"permissao";"nswa"
"permissivo";"tambula nswa"
"permitir";"vana nswa"
"permuta";"sobana"
"permutar";"sobisa"
"perola";"ntadi dya ntalu"
"perpendicular";"kya tekama"
"perpetuo";"kya zinga"
"perseguição";"fu kya landwa"
"perseguidor";"nlandi"
"perseguir";"landa"
"perseverança";"zizila, vividila"
"perseverante";"kwikama"
"perseverar";"lunda"
"persistencia";"fu kya kwaminina"
"persistir";"kwaminina"
"personagem";"muntu"
"perspectiva";"nyindu"
"persuadir";"lemba, kakila"
"pertença";"kya vuwa"
"pertencer";"kya vuwa"
"perto";"kufi"
"perturbação";"fu kya vunza"
"perturbado";"kya vunzwa"
"perturbar";"vunza"
"perverso";"kya fwasa"
"perverter";"vunza, fwasa"
"pesadelo";"ndozi ambi"
"pesado";"mfinga, zita"
"pêsames";"kasumuna"
"pesar";"teza, meka"
"pescar";"lowa, takula"
"pescaria";"fu kya lowa"
"pescoço";"nsingu"
"peso";"mfinga"
"pesquisa";"vava"
"pesquisador";"mvavi, nlongoki"
"pesquisar";"sosa, longaka"
"pessimista";"wakonda vuvu"
"pessoas";"antu, bantu"
"pessoa";"muntu"
"pessoal";"kya muntu"
"pestana";"nsele nsele"
"peste";"vuku"
"petiscar";"dya"
"petroleo";"mpitilu"
"petulancia";"kimvuvuka"
"petulante";"nkwa kimvuka"
"pia";"neninu, sukudilu"
"piada";"sakana"
"piano";"nsambi, sikwa"
"picada";"kya tobola"
"picante";"fu kya tobolwa"
"picar";"tobola"
"pico";"nsende"
"piedade";"nkenda"
"piedosamente";"fu kya nkenda"
"piedoso";"nkwa nkenda"
"pigmento";"kima kya nsye"
"pigmeu";"mbaka"
"pilao";"kyamba, su"
"pilha (energia)";"kadi"
"pilha";"kimvuka"
"pilula";"bilongo"
"pimenta";"ndungu "
"pimpão";"lulungu lwa nene"
"pincel";"sesa kya kusila"
"pinga";"kya noka, kya ntosi"
"pingar";"noka, ntosi"
"pingo";"tosi"
"pinha";"bundu"
"pino";"fulu kyanda"
"pinta";"kusa"
"pintada";"kya kuswa"
"pintado";"kya kuswa"
"pintar";"kusa"
"pinto";"mwana susu"
"pintor";"nkusi"
"pintura";"kya kuswa"
"piolho";"nsini"
"pioneiro";"nleke"
"piorar";"sakisa"
"pirâmide";"ma kya songoka"
"pirata";"kimpumbulu"
"pirilampo";"mini kya lenge"
"pirueta";"nsakana"
"pisadas";"nsakana"
"pisado";"kya dyatwa"
"pisar";"dyata"
"piscar";"bwala"
"piscina";"yanga dya maza"
"piso";"dyatilu"
"pista";"nzila"
"pistola";"nkele"
"plagiar";"laba"
"planalto";"leva, nanuka"
"planear";"yindula"
"planeta";"fulu kya nene nene"
"planicie";"singama"
"planificar";"yindula, mpula"
"plantaçao";"mpatu"
"plantar";"kuna"
"pleno";"kya yela"
"plural";"ndonga"
"pneumonia";"nswengi"
"pó";"bundu bundu"
"pobretão";"nsukami"
"pobreza";"wumputu"
"pocilga";"mpaka "
"poço";"wulu dya maza"
"poder";"lendo"
"poder (verbo)";"lenda"
"poderoso";"kwa lendo"
"podre";"wola"
"poeira";"ntoto"
"poesia";"savu"
"pois";"mudyawu"
"polegar";"nalembo wa ntete"
"polémica";"mpaka"
"policia";"soladi"
"poligamia";"nganda"
"política";"mbumba"
"poltrona";"kunda kya moko"
"polvora";"tiya  twa nkele"
"pomada";"bilongo, mwamba"
"pomar";"mpatu"
"pomba";"yembe"
"pombal";"nzo yama ma yembe"
"ponderar";"loloka, lemvokila"
"ponta";"nsuka"
"pontada";"kya nsuka"
"pontapé";"kinsi, kinsi kya kulu"
"pontaria";"kikongo"
"ponte";"kyamvu"
"ponteiro";"nsongi"
"ponto";"fulu"
"pontuação";"dimbu"
"pontual";"mu ntangwa"
"pontuar";"lunga"
"população";"ndonga, buka"
"popular";"nkangu "
"populoso";"a yingi"
"por";"mu, muna"
"pôr";"tula"
"porca";"ngulu a nkento"
"porcalhão";"ngulu a nene"
"porcamente";"mvanzi"
"porção";"ndambu"
"porcaria";"yiti"
"porém…";"mudyo dyo"
"pormenor";"mwangununa"
"porquanto";"yikuna vo"
"porque";"yi dyanu "
"porquê?";"mudyambu dya ki?"
"porta";"kyelo"
"portada";"mwelo"
"portagem";"lutilu"
"portal";"kyelo kya nene"
"portanto";"mukuma kyo kyo"
"porta-voz";"ntumwa"
"porte";"kadilu"
"porteiro";"nsadi ya kyelo"
"porto";"sawu"
"Portugal";"mputuki"
"português";"ndinga"
"Posição";"lulungalalu"
"Positivo";"kya mbote"
"Posse";"kya vuwa"
"Possibilidade";"lenda"
"Possível";"dilendakana"
"Possivelmente.";"dilendakana"
"Possuidor";"nledi"
"Poste";"nti wa yuma"
"Posterior";"malanda"
"Posto";"tulwa"
"Potável";"maza ma mbote"
"Pote";"nkela"
"Potência";"ngolo"
"Potente";"nkwa ngolo"
"Pouca sorte";"lawu dya fyoti"
"Pouco";"kya fyoti"
"Poupar";"kebila"
"Pousada";"vundilu"
"Pousar";"vunda"
"Povoar";"zingila"
"Praça";"zandu"
"Praga";"loka"
"Praguejar";"loka"
"Praia";"fulu kya yodila, kalunga"
"Prancha";"baya, dibaya"
"Prata";"sengo kya mfunu"
"Prateleira";"kyanga"
"Prática ";"vanga"
"Praticante";"mvangi"
"Praticar";"vanga"
"Prático";"mvangi"
"Prazer";"ntomo"
"Prazo";"nsilu"
"Precário";"kya konda sikididi"
"Preçário";"ntalu"
"Precaução";"malembe"
"Precedente";"nlandi"
"Preceder";"vita, ntwala"
"Preceito";"nsiku"
"Preceituar";"vana nsiku"
"Precioso";"a ntalu"
"Precipício";"yantika"
"Precipitadamente";"sutila"
"Precipitar";"suta"
"Preciso";"kya mfunu"
"Preço";"ntalu"
"Preconceito";"nsoni"
"Predilecto";"a solwa"
"Prédio";"nzo ya zulu"
"Preferência";"sola"
"Preferido";"kya solwa"
"Preferir";"sola"
"Pregar";"koma"
"Prego";"nsoso"
"Preguiça";"molo, mbolo"
"Preguiçar";"kudi yoyisa"
"Preguiçoso";"molo"
"Prejudicar";"kota nsoki"
"Prejudicial";"kya mbi"
"Prejuísu";"nsoki"
"Premiar";"vana nluta"
"Prémio";"nluta"
"Prenda";"nkayilu"
"Prender";"baka"
"Preparação";"kumbama"
"Preparado";"kya kubikwa"
"Preparador";"nkubiki"
"Preparar";"kubika"
"Presado";"kya mfunu"
"Presença";"kala va fulu"
"Presenciar";"mona"
"Presente";"kina"
"preservativo";"nkutu a lutaninu"
"Presidente";"mfumu"
"Presidiário";"boloko"
"Preso";"bakama, kangama"
"Pressa";"nswalu"
"Pressão";"tokanasa"
"Pressentimento";"yindula"
"Pressentir";"banza"
"Prestar (Contas)";"sasila"
"Pretenção";"kala"
"Pretender";"zola"
"Preto";"ndombi"
"Preucupação";"nkakalakami"
"Preucupar";"kakalakana"
"Prevenção";"fu kya lunda"
"Prevenir-se";"kudi lunda"
"Previnir";"lunda"
"Previsão";"banza, yindula"
"Primário";"dyantete"
"Primavera";"masanza"
"Primazia";"luzolo"
"Primo";"mwana ngwa nkazi"
"Primogénito";"wa ntete"
"Princesa";"mwana ntotela"
"Principal";"a ntete"
"Príncipe";"mwana kanda dya ntinu"
"Principiante";"nyantiki"
"Principio";"yantika"
"Prisão";"boloko"
"Prisoneiro";"mbakami"
"Prmeiro (1º)";"dya netete"
"Probabilidade";"kimoneko"
"Problema";"mambu"
"Procedimento";"mpila"
"Processar";"banza"
"Proclamar";"zayisi"
"Procura";"sosa"
"Procurador";"nsosi"
"Procurar";"sosa"
"Produção";"wuta, luyiminu"
"Produtivo";"kya toma wuta"
"Produto";"mbongo"
"Produtor";"kya toma wuta"
"Produzir";"vwidisa"
"Profecia";"masono ma Nzambi"
"Professor";"nlongi"
"Profeta";"ngunza"
"Profissão";"salu"
"Profissional";"salu kya mbote"
"Profundo";"munsi, dyuka "
"Progredir";"twala"
"Progressão";"twama"
"Proibir";"sima, siku"
"Proibitivo";"simwa"
"Projectar";"songa "
"Projecto";"ngindu"
"Prolongar";"levisa, lambula"
"Promessa";"ngwizana"
"Prometer";"kana"
"Prometido";"kya kanikinwa"
"Promover";"zangula"
"Propagar";"mwanganasa"
"Proporção";"ndambu"
"Próposito";"nsilu"
"Propriedade";"kya vuwa"
"Proprietário";"mvwe"
"Proprietários";"a mvue"
"Próprio";"kyame"
"Prosperar";"kyese"
"Próspero";"kyese"
"Prosseguir";"landa"
"Protecção";"fu kya tanina"
"Protector";"ntanini"
"Proteger";"tanina"
"Protegido";"kya taninwa"
"Protestar";"fila mpaka"
"Protesto";"fila mpaka"
"Provador";"ntenzi"
"Provável";"dilendakana"
"Proveito";"mbote, wete"
"Proveniência";"ntuka, nkatuka"
"Província";"mvivu"
"Provínciano";"nzingi a mvimvu"
"Provocação";"fu kya sofitina"
"Provocar";"sofitina"
"Provocar cócegas";"tika"
"Próximo";"fitakana"
"Prudência";"lungalala"
"Prudente";"nlungaladi"
"Publicação";"mwanganasa"
"Publicar";"mwanganasa"
"Público";"ndonga"
"Pudor";"nsoni"
"Pular";"timuka"
"Pulga";"nsombokila"
"Pulmão";"zakafula"
"Pulseira";"nlunga"
"Pulso";"koko"
"Purificado";"wa veleleswa"
"Purificar";"velelesa"
"Puro";"kyavelela"
"Puxar";"nanika, tunta"
"Puxo";"nana"
"quadragésimo (40º)";"mkumbu ma kumaya"
"quadril";"luketo"
"quadruplo";"luya"
"qual ";"nani"
"qualidade";"ntindu"
"qualificado";"wa solwa"
"qualificar";"sola"
"qualquer";"konso konso"
"quando";"kya ntangwa "
"quandra";"mpila ya fulu"
"quantas vezes";"nkumbu kwa"
"quantia";"ntalu"
"quantidade";"kabu"
"quanto ?";"talu kwa ?"
"quarenta (40)";"makumaya"
"quaresma";"lumbu ya nkinzi"
"quarta feira";"kya tatu"
"quartel";"lumbu lwa  masodi"
"quarto";"suku"
"quarto (4º)";"luya"
"quase";"fitakana"
"quatro (4)";"ya"
"quatrocentos (400)";"nkama zi ya "
"que";"eki"
"quê ?";"nki ?"
"quebra";"vambula"
"quebrado";"kya toloka"
"quebrar";"tolola"
"queda";"mbwa"
"quedar";"bwisa"
"quedas de água";"ntadi kya maza"
"queijo";"kimvumina kya bala"
"queimado";"kya yokwa"
"queimar";"yoka"
"queixa";"mfundu"
"queixar";"funda"
"queixoso";"mfundi"
"quem ";"nani "
"quente";"kya tiya"
"quentura";"ndungula"
"quer (conj.)";"ye"
"querer";"zola"
"querido";"nzolwa"
"questão";"dyambu"
"questões";"mambu"
"quiabo";"kingombo"
"quieto";"vuvama"
"quilo";"luzongo"
"quilograma";"luzongo"
"quinhentos (500)";"nkama tanu"
"quinquagésimo (50º)";"nkumbu  makumatanu"
"quinta";"mpatu ya kete"
"quinta-feira";"kya ya"
"quintal";"konza"
"quinto (5º)";"lutanu"
"quinze (15)";"kumi ye tanu"
"quisto";"kimbevo"
"quota";"mapku"
"quotidiano";"lumbu kelumbu"
"Rabo";"luketo"
"rudimentar";"konda nungunuka"
"ruga";"sisu kya bula "
"rugido";"ndinga ya nkosi"
"rugir";"ndinga ya nkosi"
"ruído";"mazu"
"ruim";"kya mbi"
"ruína";"mbwisa"
"ruir";"bwisa"
"ruivo";"mbwaka"
"rumo";"kangala"
"rumor";"wuma"
"rural";"nkwa vya"
"rusga";"baka, sosa"
"rústico";"nkwa vya"
"sábado";"kya sabala"
"sabão";"zabawu"
"sabedoria";"zayi, ngangu"
"saber";"zaya"
"sabido";"kya zaya "
"sábio";"nzayi"
"sabor";"ntomo"
"saborear";"dinga"
"saboroso";"kya nsunga"
"sabre";"mbela"
"saca";"nkutu, lamba"
"sacador";"mvayikisi"
"sacar";"nanika"
"sacerdote";"nganga nzambi"
"saciar";"yukuta"
"saco";"dila"
"Sacola";"nkutu"
"sacramento";"sisu kya lusambuku"
"sacrário";"fulu kya sambuka"
"sacrificador";"nye kodi"
"sacrificar";"vana kimenga"
"sacrifício";"nkayilu"
"sacudir";"kubula"
"sadio";"kya mbote"
"safanão";"nunguna"
"safar";"kusuna"
"safra";"dya mpa"
"Sagrado";"wa velela"
"saída";"vayika"
"sair";"vayika"
"sal";"mungwa"
"sala";"seka"
"salada";"madya sanganeswa"
"salalé";"kyuswa"
"salário";"mfutu"
"Salgado";"kya lula mungwa"
"salgar";"lutisa mungwa"
"saliência";"lembika"
"salientar";"zayisa"
"saliente";"tekama"
"salina";"fulu kya mungwa"
"saliva";"mete"
"salivar";"tawula mete"
"salmo";"sambu"
"salsa";"nkovi"
"saltador";"ntimuki"
"saltar";"timuka"
"salteador";"mwivi"
"saltear";"yiba"
"saltitar";"timuzyoka"
"Salto";"timuka"
"salutar";"kya mfunu"
"salva";"vulula"
"salvamento";"vuluka"
"salvação";"fu kya vuluka"
"salvador";"vuludi"
"salvaguardar";"lunda"
"salvar";"lunda"
"salvo";"kya lundwa"
"sanção";"fu kya tumba"
"sancionar";"tumba"
"sandália, sandalha";"batakata"
"saneamento";"luvelelo"
"sanear";"kusuna"
"sangrar";"vayika menga"
"sangrento";"vayi ka menga"
"sangue";"menga"
"sanguessuga";"muntudya"
"sanguinário";"mvondi"
"sanidade";"mavimpi"
"sanitário";"nganga mawuku"
"santidade";"munkwikizi"
"santificado";"kya samblwa"
"santificador";"nsambudi"
"santificante";"wa sambulwa"
"santificar";"sambula"
"santíssimo";"lusambuku"
"santo";"lusambuku"
"santuário";"fulu kya sambu"
"aldeia";"vata, mbanza"
"são (verbo)";"awu, bawu"
"sapateiro";"mvangi  nsapatu"
"sapato";"nsapato, balakata"
"sapo";"kyula"
"saquear";"tula mu dila"
"sarampo";"syesye, kintuntu"
"sarar";"kola, kinda"
"sarcasmo";"luzembu"
"sardão";"kalawonga"
"Sardinha";"nzonzi"
"sarna";"mpele"
"satánas";"ndoki"
"satânico";"ndoki"
"Satélite";"bandudi a teke"
"sátira";"kimvuka kya soneki"
"satisfação";"fu kya yangidika"
"satisfazer";"yangidika"
"satisfeito";"yangalala"
"saturar";"kisuka"
"saudação";"fu kya kayisa"
"saudade";"vyangi"
"saudar";"kayisa"
"Saudável";"kya mavimpi"
"saúde";"mavimpi"
"se";"vo"
"seca";"yuma"
"Secar";"yumisa"
"secção";"ndambu"
"seco";"yuma"
"secretamente";"kinsweki"
"secretaria";"fulu kya sonikina"
"secretária";"nsoneki a nkento"
"secretário";"nsoneki a yakala"
"secreto";"kinsweki"
"seculo";"nkamanvu"
"secundário";"kya nzole"
"sede";"vwina"
"sede (adv.lugar)";"fulu kya salu"
"sedentário";"kilembi katuka va fulu"
"sedução";"fu kya vukumuna"
"seduzir";"vukumwa"
"sego";"mpofo"
"sega";"mpofo"
"segar";"yuma"
"segmento";"ndambu"
"segredo";"kinsweki"
"seguido";"mandandani"
"seguidor";"nlandi"
"seguimento";"fu kya landa"
"seguinte";"kilanda"
"seguir";"landa"
"segunda-feira";"kya mosi"
"segundo (2º)";"nkumbu wa nzole"
"segurança  ";"vuvu"
"segurar";"simba"
"seguro";"kya vuvu"
"seis (6)";"sambanu"
"seis centos (600)";"nkamasambanu"
"seita";"a vambuki a bundu"
"seiva";"ndimbu a nti"
"sela";"kunda kya moko"
"selar";"tula kimbangi"
"selecção";"solwa"
"seleccionador";"nsodi"
"seleccionar";"sola"
"selecto";"solwa"
"selo";"kimbangi"
"selva";"mfinda"
"selvagem";"kya konda lusansu"
"sem";"nkatu"
"semana";"lumingu"
"semana santa";"lumingu lwa nsambu"
"semanal";"mu lumingo"
"semear";"kuna"
"semelhança";"fwanana"
"semelhante";"kya fwanana"
"sémen";"malumi"
"semente";"nkuna"
"semestral";"mu ngonde sambanu"
"semestre";"ngonde sambanu"
"seminário";"malongi"
"sempre";"ntangwa kentangwa"
"senado";"fulu kya lukutakanu"
"senador";"mfumu za kimvuka"
"senário";"fulu kya kutakani"
"senha";"mbumba"
"senhora";"nkento"
"sénior";"mbuta"
"sensação";"yindula"
"sensatez";"ngindu za mbote"
"sensato";"lungaladi"
"Sensibilidade";"fu kya yindula"
"sensibilizado";"wa kuvikwa"
"sensibilizar";"vuvika"
"sensível";"kya vevoka"
"senso";"wizana"
"sensual";"luzolo"
"sensualidade";"mpila ya luzolo"
"sentar";"kosoka"
"sentença";"nzengo"
"sentésimo";"ntangwa ya fyoti"
"sentido ";"sema, lunza"
"sentimental";"dya nkenda"
"Sentimento";"nkenda"
"sentina";"nzo ya fyoti"
"sentinela";"nkegidi"
"sentir";"lunza"
"separação";"vambana"
"separadamente";"vambanesa"
"separado";"kya vambana"
"Sequestrar";"yombola"
"Sequestro";"kya yombolwa"
"ser";"kala"
"serão";"yambila"
"sereia";"simbi"
"serenar";"noka"
"sereno";"kya lembama"
"série";"ntangwa"
"seringa";"pombi"
"sério ";"keleka"
"sermão";"nlonga"
"serpente";"nyoka"
"serra";"vasa"
"serrador";"mvasi"
"serralharia";"fulu kya salu"
"serralheiro";"nsudi"
"serrar";"vasa"
"serviçal";"nsadi"
"serviço";"salu"
"servir";"vanga salu"
"servo";"nsadi"
"sessão";"lukutakanu"
"sessenta (60)";"makumasambanu"
"sete (7)";"nsambwadi"
"Setembro ";"ngonde ya vwa"
"setenta (70)";"lusambwadi"
"sétimo (7º)";"nkumbu a nsambwadi"
"severo";"ambi"
"sexagésimo (60º)";"nkumbu makumasambanu"
"sexo femenino";"kikento"
"sexo masculino";"kiyakala"
"sexta-feira ";"kya tanu"
"sexto (6º)";"nkumbu sambanu"
"sicrano";"nengandi"
"signatário";"nlongi"
"significado";"nsasa"
"significar";"sasila"
"silenciar";"kala pi"
"silêncio";"vuvama"
"silenciosamente";"mulemvo"
"Silencioso";"mulemvo"
"silhueta";"fikula"
"silvestre";"nti nkula wawumosi"
"sim";"yingeta"
"simbolizar";"songela"
"símbolo";"sinsu"
"simétrico";"kya mpila mosi"
"simpatia";"ngwizani"
"simpático";"nkwa ngwizani"
"simpatizar";"ngwizina"
"simples";"kya nkatu"
"simplesmente";"kaka"
"simplicidade";"fu kya nkatu"
"simplificar";"nzenga"
"simulado";"kya vunina"
"simular";"vunina"
"simultâneo";"kumosi"
"sinal";"dimbu, sinsu"
"sinalado";"kina ye sisu"
"sinalar";"songelela"
"sinaleiro";"nsongidi"
"Sinalizar";"songela"
"sinceramente";"mukyelela"
"sinceridade";"kyelela"
"sincero";"kya kyeleka"
"singelo";"kya nkatu"
"singular";"kya mosi"
"sino";"ngunga"
"sintoma";"sisu"
"sistema";"mpila ya mosi"
"sítio";"fulu"
"situação";"kadilu"
"situar";"kala"
"só";"kaka"
"soar";"vemba"
"sob";"mu"
"soba";"mfumu a vata"
"soberania";"kimfumu kya luyalu"
"soberano";"mfumu"
"soberba";"lukundidiku"
"soberbo";"lulendu"
"sobra";"kisundidi"
"sobrancelha";"nsele nsele"
"sobrar";"sunda"
"Sobre";"vantandu"
"sobrecarga";"mfiga ya yingi"
"sobrecarregado";"mfiga ya yingi"
"sobremesa";"madya"
"sobrenatural";"ngolo za nsi ya nkaka"
"sobrenome";"zina dya nsuka"
"sobrepor";"tula"
"sobrescrito";"nsaku a nkanda"
"sobretudo";"mu dyo dyo"
"sobreviver";"vuluka"
"sobrinha";"mwana nkazi"
"sobrinho";"mwana nkazi"
"socar";"vana nkomi"
"Social";"kya sangi"
"sociedade";"kimvuka"
"sócio";"nkwa nsangi"
"soco";"nkomi"
"socorrer";"sadisa"
"socorro";"lusadisu"
"sófa";"kunda"
"sofredor";"nsukami"
"sofrer";"mpasi"
"sofrimento";"mu mpasi"
"sofrível";"kya mapsi"
"sogro";"nzitu, ko"
"sol";"mwini"
"sola";"tambi kya nsapatu"
"soldado";"soladi"
"soldar";"suda"
"soledade";"mu nkenda"
"soletrar";"ntanga mu sono sono"
"solicitar";"yuvula"
"solícito";"kya yuvulwa"
"solidão";"nkenda, nkenda"
"sólido";"kya kangama"
"solitária";"kya vambuka"
"solitário";"kya vambuka"
"solo";"ntoto"
"soltar";"yambula"
"solteira";"ndumba wa konda kwela"
"solto";"kya yambulwa"
"solução";"mfoko"
"soluçar";"manuna"
"solucionar";"manisa"
"soluço";"manuna"
"som";"zu"
"soma";"kundikisa"
"somador";"mbundi"
"somar";"bunda"
"sombra";"ninga"
"sombrear";"vanga lembidika"
"sombrinha";"lembidika kya fyoti"
"sombrio";"kivana lembidika"
"somente";"kaka"
"sonâmbulo";"kindotila"
"sondar";"dyongola"
"soneira";"tulu twa yingi"
"sonhador";"nloti a ndozi"
"sonhar";"lota"
"Sonho";"ndozi"
"sono";"tulu"
"sonoro";"kya zu"
"sopa";"nzongi"
"soprar";"vemona"
"sopro";"kya vemonwa"
"sorridente";"kinsevidila"
"sorrir";"seva"
"sorriso";"tusevo"
"sorte";"lawu"
"sortear";"vana lawu"
"sorteio";"vana lawu"
"sossegar";"luvuvamu"
"sossego";"vuvama"
"soterrar";"zikila"
"sova";"wanda"
"sovaco";"mpakanya"
"sovar";"wanda"
"sozinho";"mosi kaka"
"sua";"kya ku"
"suador";"nkwa kyufuta"
"suar";"kyufuta"
"suave";"kya veva"
"suavemente";"malembe malembe"
"suavidade";"kya veva"
"subalterno";"nlandi"
"subchefe";"nlandi"
"subdirector";"nlandi "
"súbdito";"nlandi"
"subdividir";"kayanesa "
"subdivisão";"ndambu"
"subentender";"kinsweki"
"subida";"mongo"
"subidor";"ntomboki"
"subir";"mata"
"súbito";"kinsusumukina"
"sublimar";"zangula"
"sublinhar";"tenda nzila"
"submeter";"lemvoko"
"submissão";"fu kya lemvoka"
"submisso";"wa lemvoka"
"subordinar";"lenvoki"
"subornar";"vukumuna"
"suborno";"vukumuna"
"subscrever";"soneka"
"subsídio";"mfutu"
"subsolo";"munti a ntoto"
"substância";"kima"
"substantivo";"kima"
"substituição";"vingisa"
"substituir";"vingisa"
"substituto";"mvingi"
"subtracção";"katulula"
"subtrair";"katula"
"suburbano";"nkwa vata"
"subúrbios";"mavata"
"sucata";"fulu kya lozila nsengo ya nkulu"
"Suceder";"kimonekene"
"sucedido";"kya monika"
"sucessão";"kilanda"
"sucessivo";"kilanda"
"sucesso";"nluta "
"sucessor";"nlandi"
"suco";"maza ma bundu"
"sucumbir";"yela nkanu"
"suficiente";"yayingi"
"sufocar";"fula, tungika"
"sugador";"tungika"
"sugar";"fiba"
"sugerir";"vova"
"sugestão";"ngindu"
"suicídio";"mvonda"
"suíno";"ngulu"
"sujar";"tula mvindu"
"sujeitar";"kwamisa"
"sujeito";"muntu"
"sujidade";"mvindu"
"sujo";"kya vindu"
"Sul";"sulu"
"sumário";"malongi"
"sumo";"maza ma bundu"
"suor";"kyufuta"
"superficial";"kimonika"
"superficialmente";"kya monika"
"superfície";"vantandu"
"superior";"mbuta, a nene"
"superioridade";"kya mbunta"
"superstição";"vengomona manzambi"
"supersticioso";"vongomini a manzanbi"
"suplementar";"kudikila"
"suplente";"nlandi"
"súplica";"lomba"
"suplicar";"lomba"
"supor";"ngindu"
"suportar";"zizila"
"Suporte";"lusadisu"
"suposição";"fu kya yindula"
"supremo";"mfumu"
"suprimir";"kakila"
"suprir";"yedisa"
"surdo";"fwamatu"
"surgir";"monika"
"Surpredente";"kinsalukisa"
"surpreender";"salukisa"
"surpresa";"kinsusumukina"
"surra";"wanda"
"surrar";"wanda"
"surucucú";"nyoka"
"Suspeitar";"banzikila"
"suspeito";"nkwa banzikilwa"
"suspender";"yambula"
"suspenso";"kya yambulwa"
"suspiro";"tevola"
"sussurrar";"longisila"
"sussurro";"longisila"
"sustentar";"sansa"
"sustento";"kya sanswa"
"susto";"susumuka"
"tabaco";"fomo"
"tabuleiro";"dibaya"
"tabuleta";"sisu kya dibaya"
"taça";"mbugwa"
"táctica";"mpila"
"tacto";"mpyakana"
"tal";"kyo  kyo"
"talento";"lendo"
"talentoso";"kwa lendo"
"talhar";"tana"
"talvez amanha";"nanga mbazi"
"talvez";"nanga"
"tamanho";"tezo"
"também";"dyaka"
"tambor";"ndungu"
"tampa";"finikwa"
"tampão";"finikwa kya nene"
"tampo";"ntangwa"
"tanque";"lundilu"
"tanto";"vwila"
"tão";"kya yingi yingi"
"tapado";"kya fukidilwa"
"tapar";"fukila"
"tardar";"nanga"
"tarde";"nkokela"
"tarefa";"salu"
"tartaruga";"nguvu"
"tatuagem";"dimbu"
"taxa";"mpaku"
"taxar";"vana mpaku"
"te (pronome)";"nge, ngeye"
"tecido";"nlele"
"técnico";"mbangu"
"tecto";"nludi a nzo"
"teia";"nzezo"
"teia de aranha";"nzezo"
"teimar";"fila mapka"
"teimoso";"nkwa mpaka"
"telefonar";"bokila mu lami"
"telefoni";"lami"
"Telegrafar";"bokidisa"
"Telhado";"nludi a nzo"
"temer";"banga"
"temperamento";"vangilu"
"temperar";"sanganesa"
"tempestade";"tembwa"
"templo";"sambilu"
"tempo";"ntangwa"
"tenção";"nyindu"
"tencionar";"vanga nyindu"
